S.No.,Institute Code,Institute Name,Place,District,Region,Minority,Inst.Type,University Name,Address,Type of College,Year of EST
353,16049,NOBLE COLLEGE MACHILIPATNAM,Machilipatnam (Urban),KRISHNA,AU,MINORITY,COED,KRISHNA UNIVERSITY,"Noble Road, Ramanaidupet, Machilipatnam 521001.,Machilipatnam (Urban),Machilipatnam (Urban),Krishna,521001",Private Aided,1966
354,16062,SARASWATHI COLLEGE OF ARTS AND SCIENCE DACHEPALLI,DACHEPALLE,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,DACHEPALLI,Private Un-Aided,2004
355,16074,NOVA  DEGREE  COLLAGE  VEGAVARAM JR GUDEM,JANGAREDDIGUDEM,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"12-74,VEGAVARAM,JANGAREDDIGUDEM,West Godavari,534447",Private Un-Aided,2002
356,16095,"Smt N.P.Savithramma Government Degree College for Women, Chittoor",Chittoor,CHITTOOR,SVU,NO,Women,SRI VENKATESWARA UNIVERSITY,"Smt. NPS Govt., College for Women, Near Durgamma Temple, Greamspet, Chittoor 517 002.",Government,1983
357,16103,NRK AND KSR GUPTA DEGREE COLLEGE (U.G P.G Courses) TENALI,TENALI,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"3-55, Burripalem Road,Tenali (Urban),Tenali (Urban),Guntur,522201",Private Un-Aided,1991
358,16106,RADHA DEGREE COLLEGE VINUKONDA,VINUKONDA,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"Kothapet,Vinukonda,Guntur.,VINUKONDA,VINUKONDA,Guntur,522647",Private Un-Aided,2003
359,16116,"N.T.R Government Degree College, Valmikipuram (Vayalpad)",Valmikipuram,ANNAMAYYA,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"Tirupati Road,Valmikipuram, Vayalpadu,Chittoor Dist, - 517299Andhra Pradesh.",Government,1988
360,16117,NTR MEMORIAL DEGREE COLLEGE ADDANKI,ADDANKI,BAPATLA,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"31-254,ADDANKI (U),ADDANKI,Prakasam,523201",Private Un-Aided,1996
361,16141,OSMANIA COLLEGE KURNOOL,Kurnool (Urban),KURNOOL,SVU,MINORITY,COED,RAYALASEEMA UNIVERSITY,11/9 PETA KRNOOL,Private Aided,1947
362,16152,ATNs DEGREE COLLEGE TIRUPATHI,TIRUPATI (U),TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"5-1-31, Sarojini devi Road, Tirupati,TIRUPATHI,TIRUPATI (U),Chittoor,517501",Private Un-Aided,1999
363,16158,OXFORD DEGREE COLLEGE  SRIKALAHASTI,SRIKALAHASTI,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"5-504,M.G.STREET,SRIKALAHASTI,Srikalahasthi (Urban),Srikalahasthi (Urban),Chittoor,517644",Private Un-Aided,2008
364,16159,OXFORD DEGREE COLLEGE  S KOTA,SRUNGAVARAPUKOTA,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"Opp Police Station Road,Srungavarapukota",Private Un-Aided,1996
365,16185,PADMAVATHI DEGREE COLLEGE,NARASANNAPETA,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"PADMAVATHI DEGREE COLLEGE,OLD BUS STAND NARASANNAPETA,SRIKAKULAM DIST,NARASANNAPETA,NARASANNAPETA,Srikakulam,532429",Private Un-Aided,2007
366,16220,SAI PARAMESWARA DEGREE COLLEGE JAMMALAMADUGU,JAMMALAMADUGU,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"BESIDE STATE BANK,TADIPATRI ROAD,JAMMALAMADUGU,JAMMALAMADUGU (P),JAMMALAMADUGU,Kadapa,516434",Private Un-Aided,2005
367,16240,PAVITRA DEGREE COLLEGE MACHILIPATNAM,MACHILIPATNAM,KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,"22/109, RAMANAIDU PET, MACHILIPATNAM, KRISHNA,BANDAR (MACHILIPATNAM),MACHILIPATNAM,Krishna,521001",Private Un-Aided,2001
368,16242,P.B .Siddhartha Arts and  Science degree college vijayawada,VIJAYAWADA URBAN,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"Siddhartha NagarMoghalrajpuram,VIJAYAWADA(URBAN),VIJAYAWADA URBAN,Krishna,520010",Private Un-Aided,1975
369,16245,PBN COLLEGE NIDUBROLU (for DEGREE),Ponnur (Urban),GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"Door no:0143, P.B.N.COLLEGE ROAD,NIDUBROLE (U),PONNUR,Guntur,522124",Private Aided,1951
370,16288,"PLNM DEGREE COLLEGE, KAZA, MANGALAGIRI",MANGALAGIRI,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"D139/1A, opp ANU Mens Hostel, ,KAZA,MANGALAGIRI,Guntur,522510",Private Un-Aided,2002
371,16289,PMN  DEGREE COLLEGE SABBAVARAM,SABBAVARAM,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"173,GOTTIVADA,SABBAVARAM, VISAKHAPATNM,Gotiwada,SABBAVARAM,Visakhapatnam,531035",Private Un-Aided,2002
372,16290,PMR  DEGREE COLLEGE  NANDYAL,NANDYAL,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,# H.No.29/152-E-14-Am# SBI Colony# Nandyal# Kurnool District,Private Un-Aided,1994
373,16294,PNC AND KR DEGREE COLLEGE PALANADU ROAD NARASARAOPET,NARASARAOPETA,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"3-13-4,,NARASARAOPETA (R),NARASARAOPETA,Guntur,522601",Private Un-Aided,1991
374,16299,PNCA DEGREE COLLEGE  SOMARAJUPALLI SINGARAYAKONDA,SINGARAYAKONDA,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"1-415,SOMARAJU PALLI,SINGARAYAKONDA,Prakasam,523101",Private Un-Aided,1995
375,16309,POORNA SAI VIVEKANANDA DEGREE COLLEGE,YELAMANCHILI,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"COURTPETA,YELLAMANCHILI",Private Un-Aided,2001
376,16323,"Pithapur Rajah's Government College (Autonomous), Kakinada",Kakinada,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,P.R.Govt.College Road near Z.P.Center,Government,1884
377,16326,PRABHA DEGREE COLLEGE  P.M PALEM MADHURAWADA COLLEGE CODE 313,VISAKHAPATNAM,VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,Not Found,Private Un-Aided,2002
378,16330,PRABHAS DEGREE COLLEGE VIJAYAWADA,VIJAYAWADA URBAN,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"18-5-31,18-6-26 and 18-1-34, kedareswarapet vijayawada,VIJAYAWADA(URBAN),VIJAYAWADA URBAN,Krishna,520003",Private Un-Aided,2002
379,16357,PRAGATI DEGREE COLLEGE  KAKINADA,KAKINADA (URBAN),KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"2-9A-9/1, VENKATA NAGAR, KAKINADA.,Venkat Nagar,KAKINADA (URBAN),East Godavari,533003",Private Un-Aided,2003
380,16358,PRAGATHI DEGREE COLLEGE  KOTHAVALASA,KOTHAVALASA,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"Door No:10-33, Kothavalasa",Private Un-Aided,1999
381,16427,"GITAM DEGREE COLLEGE,KAKINADA",KAKINADA (URBAN),KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"D.No 65--4-9 opp. G.P.T, Kakinada 533 003,Karanamgari Jn.,KAKINADA (URBAN),East Godavari,533003",Private Un-Aided,2016
382,16430,PRAJNA COLLEGE OF SCIENCE  ARTS KASIBUGGA PALASA,Palasa Kasibugga (Urban),SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"OLD NH-5 ROAD, PADMANABHAPURAM, KASIBUGGA,Palasa Kasibugga (Urban),Palasa Kasibugga (Urban),Srikakulam,532222",Private Un-Aided,1999
383,16434,PRAKASAM DEGREE COLLEGE  KOYYALAGUDEM,KOYYALAGUDEM,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"near TTD kalyama madapam,PARIMPUDI,KOYYALAGUDEM,West Godavari,534312",Private Un-Aided,2003
384,16488,PRATIBHA DEGREE COLLEGE  GAJAPATHINAGARAM,GAJAPATHINAGARAM,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"puritipenta new colony,gajapathinagaram,vizianagaram(DIST)pin:535270,PURITIPENTA,GAJAPATHINAGARAM,Vizianagaram,535270",Private Un-Aided,2001
385,16510,PRESIDENCY DEGREE COLLEGE VISAKHAPATNAM.,VISAKHAPATNAM(U),VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"D.No.9-6-33 33/1, Shivajipalem, Visakhapatnam - 530 017",Private Un-Aided,2001
386,16532,PRISM DEGREE COLLEGE,VISAKHAPATNAM(U),VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"50-57-1,Rajendra Nagar,,Visakhapatnam,VISAKHAPATNAM(U),Visakhapatnam,530016",Private Un-Aided,2001
387,16546,PRIYADARSHINI DEGREE COLLEGE TENALI,TENALI,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"22-7-53, Motupalli vari street, Kothapet, TENALI522201,TENALI(U),TENALI,Guntur,522201",Private Un-Aided,2003
388,16575,PROF  G S REDDY DEGREE COLLEGE SALUR,Salur ( Urban ),PARVATHIPURAM MANYAM,AU,NO,COED,ANDHRA UNIVERSITY,SRINIVASA NAGAR COLONY,Private Un-Aided,1993
389,16581,P.R.P .MEMORIAL DEGREE COLLEGE PORANKI,PENAMALURU,KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,"Poranki(V), Penamaluru MandalVijayawada Rural,,PORANKI,PENAMALURU,Krishna,521137",Private Un-Aided,2006
390,16583,"PRR  VS Government College, Vidavalur",Vidavalur,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"Near AP SPDCL Sub-Station, Vidavalur",Government,1965
391,16598,"P.S.C & K.V.S.C Government College, Nandyal",Nandyal,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,Near Bommalasatram,Government,1967
392,16605,PSN MURTHY DEGREE COLLEGE  GOLLAPALEM,KAJULURU,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"1-9,GOLLAPALEM,KAJULURU,East Godavari,533468",Private Un-Aided,2007
393,16606,SANJEEV COLLEGE OF ARTS AND SCIENCE  TURANGI,KAKINADA (RURAL),KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"103/4 KAKINADA CITY OFFICE 31-1-10/2 NAGESWARARAO STREET RAMARAO PETA KAKINADA,TOORANGI(R),KAKINADA (RURAL),East Godavari,533016",Private Un-Aided,2002
394,16615,SRI PSSR COLLEGE OF ARTS  AND SCIENCE NELLIMARLA,NELLIMARLA,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"DO.NO.17-149,MOIDA JUNCTIONNELLIMARLA",Private Un-Aided,2004
395,16637,PUNYAGIRI DEGREE  AND PG COLLEGE  S KOTA,SRUNGAVARAPUKOTA,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,0-00,Private Un-Aided,2002
396,16652,PVKK DEGREE AND PG COLLEGE,Anantapur (Urban),ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"D NO 13-3-612-1, NEAR RTC BUS-STAND, KHAJA NAGAR,Anantapur (Urban),Anantapur (Urban),Anantapur,515001",Private Un-Aided,1993
397,16653,PVKK INSTITUTE OF TECHNOLOGY,ANANTAPURAMU,ANANTAPUR,SVU,NO,COED,JNTUA,SANAPA ROAD,Private Un-Aided,2024
398,16654,"P.V.K.N Government College (Autonomous), Chittoor",Chittoor,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"VELLORE ROAD,GREAMSPET, CHITTOOR",Government,1961
399,16659,PYDAH VENKANNA RAMAKRISHNA TRUST DEGREE COLLEGE  KAKINADA,Kakinada (Urban),KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"D.NO.2-1-25.,Kakinada (Urban),Kakinada (Urban),East Godavari,533003",Private Un-Aided,1974
400,16669,PYDAH DEGREE COLLEGE FOR WOMEN   319,VISAKHAPATNAM(U),VISAKHAPATNAM,AU,NO,Women,ANDHRA UNIVERSITY,D.No 10-12-7/1 REDNAM GARDENS OLD JAIL ROAD VISAKHAPATNAM,Private Un-Aided,1998
401,16670,PYDAH COLLEGE REDNAM GARDENS VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"Rednam Gardens, Nr. Old Jail Road Jn. Visakhapatnam,Visakhapatnam,VISAKHAPATNAM(U),Visakhapatnam,530002",Private Un-Aided,1991
402,16676,QIS COLLEGE OF ENGINEERING AND TECHNOLOGY  ONGOLE,ONGOLE,PRAKASAM,AU,NO,COED,JNTUK,VENGAMUKKAPALEM V,Private Un-Aided,1998
403,16742,RAJAMAHENDRI  DEGREE  AND  P.G.  COLLEGE  FOR  WOMEN,RAJAHMUNDRY(URBAN),EAST GODAVARI,AU,NO,Women,ADIKAVI NANNAYA UNIVERSITY,"Dr.No.20-23-5/1,Back Side Street of South India Shopping Mall, Near Gokavaram Bus Stand, Rajamahendravaram-533104,Rajahmundry (Urban),Rajahmundry (Urban),East Godavari,533104",Private Un-Aided,1993
404,16759,RAJIV GANDHI DEGREE COLLEGE   RAJAHMUNDRY,RAJAHMUNDRY(URBAN),EAST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"Opp App Mills, Luthergiri,RAJAHMUNDRY.EAST GODAVARI DISTRICT,Rajahmundry,RAJAHMUNDRY(URBAN),East Godavari,533105",Private Un-Aided,1991
405,16763,rajiv gandhi institute of managementscience (degree),KAKINADA (RURAL),KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"#4-15, SARPAVARAM jUNCTION, RAMANAYYA PETA,SARPAVARAM,KAKINADA (RURAL),East Godavari,533005",Private Un-Aided,1991
406,16775,RAMACHANDRA COLLEGE OF ENGINEERING,ELURU,ELURU,AU,NO,COED,JNTUK,NH-5 BYPASS ROAD,Private Un-Aided,2008
407,16783,RAMAKRISHNA DEGREE AND PG COLLEGE ALLUR,ALLUR,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"ALLURU PETA,ALLURU,ALLUR,ALLUR,Nellore,524315",Private Un-Aided,1997
408,16802,RAMLEELA DEGREE COLLEGE ( 291),PALAKONDA,PARVATHIPURAM MANYAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"TEACHERS COLONY, NEAR R.T.C COMPLEX, PALAKONDA,PALAKONDA,PALAKONDA,Srikakulam,532440",Private Un-Aided,2003
409,16812,RANGUMUDRI COLLEGE OF SCIENCE AND ARTS RAJAM,RAJAM,VIZIANAGARAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"Rajam,Srikakulam Dist.,RAJAM,RAJAM,Srikakulam,532127",Private Un-Aided,2005
410,16818,RANITIRUMALA DEVI COLLEGE OF SCIENCES PRODDATUR,PRODDUTUR,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"Mydukur Road Proddatur,PRODDATUR (R),PRODDUTUR,Kadapa,516360",Private Un-Aided,1994
411,16824,RAOS DEGREE AND PG COLLEGE  NELLORE,Nellore (Urban),SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"17/506,NELLORE-II (U),NELLORE,Nellore,524001",Private Un-Aided,1996
412,16825,RAOS DEGREE COLLEGE YEMMIGANUR,Yemmiganur (Urban),KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"1/2981-5,10",Private Un-Aided,2012
413,16844,"ZENEX VISION DEGREE COLLEGE, NELLORE",NELLORE,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"4th LINE HARANADHA PURAM, NELLORE,Nellore (Urban),Nellore (Urban),Nellore,524003",Private Un-Aided,2016
414,16852,RAVI DEGREE COLLEGE NARASAPURAM,RUDRAVARAM,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,Allagadda TO Ahobilam via Narasapuram,Private Un-Aided,2005
415,16872,RAVINDRA DEGREE COLLEGE FOR WOMEN,KURNOOL,KURNOOL,SVU,NO,Women,RAYALASEEMA UNIVERSITY,"ABBAS NAGAR, KURNOOL.,Kurnool (Urban),Kurnool (Urban),Kurnool,518002",Private Un-Aided,2003
416,16903,RCR Institute of Management  Technology,Tirupati,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,Rcr Avenue,Private Un-Aided,2008
417,16922,REPALLE CHRISTIAN COLLEGE  REPALLE (DEGREE AND PG),REPALLE,BAPATLA,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"Bethapudi Road,REPALLE,REPALLE,Guntur,522265",Private Un-Aided,1993
418,16965,RISHI DEGREE COLLEGE  NARSIPATNAM,NARSIPATNAM,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"DOOR NO:1-1-4INSPECTION BUNGLAW AREA,BALIGHATTAM,NARSIPATNAM .,Narsipatnam,NARSIPATNAM,Visakhapatnam,531116",Private Un-Aided,2007
419,16974,RK  DEGREE COLLEGE  VIZIANAGARAM,Vizianagaram (Urban),VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"RK PALACE MAYURI JUNCTION,Vizianagaram (Urban),Vizianagaram (Urban),Vizianagaram,535003",Private Un-Aided,2001
420,16994,RKM DEGREE COLLEGE  PENUMURU,PENUMURU,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"RKM DEGREE COLLEGE, BANK STREET, PENUMUR,KAMACHINNAIAHPALLE,PENUMURU,Chittoor,517126",Private Un-Aided,2008
421,17027,ROYAL PG CENTER  RAYADURG,Rayadurg (Urban),ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"S.NO.183,D.NO.10-5-698,KANEKAL ROAD,Rayadurg (Urban),Rayadurg (Urban),Anantapur,515865",Private Un-Aided,2000
422,17028,ROYAL SCHOOL OF INFORMATION AND  MANAGEMENT SCIENCES AGARALA (RSIC),Tirupati,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,Agarala (V),Private Un-Aided,2007
423,17034,Vidyanikethan Degree College,PUNGANUR,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,31-2/1,Private Un-Aided,2006
424,17036,"R.R.D.S Government Degree College, Bhimavaram",Bhimavaram,WEST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"Rayalam Road,Bhimavaram-2.",Government,1972
425,17054,Aditya Degree College,VIJAYAWADA URBAN,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"D.NO: 5-7/8-98/19, CHITTINAGAR, SYNDICATE BANK COLONYVIJAYAWADA,VIJAYAWADA(URBAN),VIJAYAWADA URBAN,Krishna,520009",Private Un-Aided,1998
426,17055,RVR AND JC COLLEGE OF ENGINEERING CHOWDAVARAM,GUNTUR,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,CHANDRAMOULIPURAM,Private Un-Aided,1985
427,17061,"RAJA VASI REDDY VENKATADRI NAYUDU COLLEGE, Dharanikota, Amaravathi",AMARAVATHI,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"DHARANIKOTA,AMARAVATHI,Guntur,522020",Private Un-Aided,1968
428,17075,"Kasu Brahmananda Reddy Degree College, Narasaraopet",NARASARAOPETA,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"PALNADROAD NARASARAOPET,NARASARAOPETA (R),NARASARAOPETA,Guntur,522601",Private Un-Aided,1974
429,17086,S R K R ENGINEERING COLLEGE BHIMAVARAM,BHIMAVARAM,WEST GODAVARI,AU,NO,COED,JNTUK,CHINNA AMIRAM P,Private Un-Aided,1980
430,17172,SAGAR DEGREE COLLEGE AMADALAVALASA,Amudalavalasa (Urban),SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,D.NO: 9-1-122 NEAR JUDGE COURTAMADALAVALASA,Private Un-Aided,2005
431,17212,SAI DEGREE COLLEGE  ADONI,Adoni (Urban),KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"D.NO.21/143-12,ZERO ROAD, SKD COLONY, ADONI,KURNOOL DISTIRCT",Private Un-Aided,2005
432,17213,SAI DEGREE COLLEGE  KODUR,KODUR,ANNAMAYYA,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"9/638,Sri sai nagar(Near Ranganayukulapet),Rly. Kodur,KADAPA (Dist),KODUR,KODUR,Kadapa,516101",Private Un-Aided,1997
433,17215,SAI DEGREE COLLEGE TIRUVURU,TIRUVURU,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"SAI DEGREE COLLEGE,BOSUBOMMACENTER,NADIMI TIRUVURU,TIRUVURU(V)(M),KRISHNA(DT),NADIMI TIRUVURU,TIRUVURU,Krishna,521235",Private Un-Aided,2003
434,17218,GEETAM DEGREE COLLEGE SRIKAKULAM,SRIKAKULAM,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"Pasagada Mill Junction,Srikakulam,PATHASRIKAKULAM (RURAL),SRIKAKULAM,Srikakulam,532001",Private Un-Aided,2005
435,17236,SREE SAI MASTER MINDS DEGREE COLLEGE  ANANTAPUR,Anantapur (Urban),ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"D.No.18/1/383-3, Sai Datta Enclave, 80 Ft Road, Near RTC Bus stand, Anantapur,Anantapur (Urban),Anantapur (Urban),Anantapur,515001",Private Un-Aided,2013
436,17243,SAI RAM DEGREE COLLEGE  KODUMUR,KODUMUR,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"1-152-3-12,OLD BUSTAND, KODUMUR .",Private Un-Aided,2007
437,17261,SAI SREE DEGREE COLLEGE DHONE,DHONE,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"7-7-13-2,2A",Private Un-Aided,2005
438,17311,SAMATA DEGREE COLLEGE VISAKHAPATNAM  CODE  328,VISAKHAPATNAM(U),VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"Sector : 10, MVP.colony,Visakhapatnam-530017",Private Un-Aided,1992
439,17324,SAMHITA DEGREE COLLEGE RAJAHMUNDRY,RAJAHMUNDRY(URBAN),EAST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"Dr.No.41-2-200Tadithota JunctionRajahmundry,Rajahmundry,RAJAHMUNDRY(URBAN),East Godavari,533103",Private Un-Aided,1997
440,17331,SAMSKARA BHARATHI DEGREE COLLEGE,SOMPETA,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"D.No.13-98, MAIN ROAD, SOMPETA., SRIKAKULAM DT.,CHEEKATI SOMPETA,SOMPETA,Srikakulam,532284",Private Un-Aided,2005
441,17335,SAMYUKTHA DEGREE COLLEGE  ANAKAPALLI,Anakapalli (Urban),ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"1-2-30,Anakapalli (Urban),Anakapalli (Urban),Visakhapatnam,531001",Private Un-Aided,2001
442,17379,SANKETIKA VIDYA PARISHAD ENGINEERING COLLEGE,VISAKHAPATNAM,VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,POTHINAMALLAYYAPALEM,Private Un-Aided,2003
443,17382,SREEPAADA DEGREE COLLEGE VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"D.No:39-33-2/3, HIG-96, RTA Office Road, Madhavadhara,Madhavadhara,VISAKHAPATNAM(U),Visakhapatnam,530018",Private Un-Aided,2003
444,17389,SANTHINIKETAN DEGREE COLLEGE RANASTHALAM,RANASTALAM,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"SURVEY NO.22-22,GARIKIPALEM,RANASTHALAM,SRIKAKULAM DIST,GARIKIPALEM,RANASTALAM,Srikakulam,532407",Private Un-Aided,1997
445,17407,SAPTAGIRI DEGREE COLLEGE  VIJAYAWADA,VIJAYAWADA URBAN,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"29-5-3, GOVERNORPET, VIJAYAWADA,VIJAYAWADA(URBAN),VIJAYAWADA URBAN,Krishna,520002",Private Aided,1981
446,17410,SAPTHAGIRI DEGREE  PG COLLEGE,Hindupur (Urban),SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"20-9-1/7,Hindupur (Urban),Hindupur (Urban),Anantapur,515201",Private Un-Aided,1996
447,17420,SARADA COLLEGE VIJAYAVADA,VIJAYAWADA URBAN,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"24-6-4 GANDHINAGAR VIJAYAWADA,VIJAYAWADA(URBAN),VIJAYAWADA URBAN,Krishna,520003",Private Un-Aided,1981
448,17421,SARADA DEGREE COLLEGE SRIKAKULAM,SRIKAKULAM,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"0,VOPPANGI,SRIKAKULAM,Srikakulam,532401",Private Un-Aided,1999
449,17435,SARASWATHI DEGREE COLLEGE TADIPATRI,TADPATRI,ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"Krishnapuram 0 Road Tadipatri,TADPATRI (R),TADPATRI,Anantapur,515411",Private Un-Aided,2002
450,17455,SARM DEGREE COLLEGE ALLAGADDA,ALLAGADDA,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"ALLAGADDA, AHOBILAM ROAD",Private Aided,1981
451,17472,"Sri Aravinda Sathajayanthi Government Degree College, Narayanapuram",Narayanapuram,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"SASJ GOVT DEGREE COLLEGE,NARAYANAPURAM,W.G.DT",Government,1972
452,17473,SASI DEGREE COLLEGE,UNDRAJAVARAM,EAST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"MAIN ROAD, VELIVENNU,VELIVENNU,UNDRAJAVARAM,West Godavari,534329",Private Un-Aided,2005
453,17481,SATAVAHANA COLLEGE VIJAYAWADA,VIJAYAWADA URBAN,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"33-22-10,SEETARAMPURAM, VISHALANDHRA ROAD, CHUTTUGUNTA, VIJAYAWADA.,VIJAYAWADA(URBAN),VIJAYAWADA URBAN,Krishna,520002",Private Aided,1971
454,17482,SATHAVAHANA COLLEGE OF SCIENCE  ARTS COLLEGE CODE-044 -HARIPURAM-SRIKAKULAM DIST,MANDASA,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"DOOR NO 704,705,GUNNAYYANAGAR STREET,HARIPURAM VILLAGE,MANDASA MANDAL,SRIKAKULAM DIST,HARIPURAM,MANDASA,Srikakulam,532243",Private Un-Aided,2005
