S.No.,Institute Code,Institute Name,Place,District,Region,Minority,Inst.Type,University Name,Address,Type of College,Year of EST
987,28782,VIGNAN DEGREE COLLEGE  CHIMAKURTHY,CHIMAKURTHI,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"MRO OFFICE ROADCHIMAKURTHY-523226PRAKASAM,CHIMAKURTHI,CHIMAKURTHI,Prakasam,523226",Private Un-Aided,2005
988,28783,SSR DEGREE COLLEGE  GOTLAGATTU,Markapur (Urban),PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"TURPU VEEDH MARKAPUR ,Markapur (Urban),Markapur (Urban),Prakasam,523316",Private Un-Aided,2013
989,28883,VIDHYARDHI DEGREE COLLEGE  CHODAVARAM  ( 28883),CHODAVARAM,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"DOOR NO:19-183,KOTTURU JUNCTION,MAIN ROAD,CHODAVRAM,Chodacvaram,CHODAVARAM,Visakhapatnam,531036",Private Un-Aided,2013
990,29005,WISDOM DEGREE COLLEGE,RENTACRINTALA,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"1-96,RENTACHINTALA,RENTACRINTALA,Guntur,522421",Private Un-Aided,2013
991,29051,SRI MEDHA DEGREE COLLEGE NELLIMARLA,Nellimarla,Vizianagaram,AU,NO,COED,Andhra University,"Near Post office, Main Road, Nellimarla",Private Un-Aided,2013
992,29083,SRI SAI DEGREE COLLEGE Karempudi,KAREMPUDI,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"MACHARLA ROAD,BESIDE SBI",Private Un-Aided,2013
993,29100,"SVR DEGREE COLLEGE VADAMA ROAD, PALAKONDA",PALAKONDA,PARVATHIPURAM MANYAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"VADAMA ROAD, PALAKONDA",Private Un-Aided,2013
994,29168,SRI GOWTHAMI SIDDHARTHA DEGREE COLLEGE,KUKUNOOR,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"KUKUNOOR (VI) (MANDAL) , WEST GODAVARI DIST-534444,KUKUNOOR,KUKUNOOR,West Godavari,507114",Private Un-Aided,2013
995,29199,SRI SHIRIDI SAI NARAYANA DEGREE COLLEGE,NAGALAPURAM,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"7/74-A,SANNIDHI STREET,NAGALAPURAM,NAGALAPURAM,NAGALAPURAM,Chittoor,517589",Private Un-Aided,2013
996,29201,KAKATIYA DEGREE COLLEGE,PODLAKUR,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"srinivasa purampodalakur,PODALAKUR,PODLAKUR,Nellore,524345",Private Un-Aided,2013
997,29203,VIKAS DEGREE COLLEGE ANATHASAGARAM(167),ANANTHASAGARAM,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"ATMAKURU ROAD,ANANTHASAGARAM,ANANTHASAGARAM,Nellore,524302",Private Un-Aided,2013
998,29204,PRANAVI COLLEGE OF ARTS AND SCIENCE,SANTHABOMMALI,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"IJJAVARAM (VILL),IJJAVARAM,SANTHABOMMALI,Srikakulam,532212",Private Un-Aided,2013
999,29206,SRI RAMA DEGREE COLLEGE       074,GANGUVARI SINGADAM,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"3-155 A VANDRANGI Jn.,VANDRANGI(VILL),G.SIGADAM(M),SRIKAKULAM,VANDRANGI,GANGUVARI SINGADAM,Srikakulam,532168",Private Un-Aided,2008
1000,29260,SRI MUNI NARAYANA DEGREE COLLEGE CHOWDEPALLE,CHOWDEPALLE,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"IN FRONT OF BC BOYS HOSTEL CHOWDEPALLE PIN 517257,CHOWDEPALLE,CHOWDEPALLE,Chittoor,517257",Private Un-Aided,2013
1001,29267,"Social Welfare Residential Government Degree College for Girls, Kalikiri",Kalikiri,ANNAMAYYA,SVU,NO,Women,SRI VENKATESWARA UNIVERSITY,"Opp. JNTU Kalikiri,Madanapalli Road,Kalikiri - 517234, Chittoor Dist.",Government,2013
1002,29307,VIVAKANANDA DEGREE COLLEGE JANGAREDDYGUDEM,JANGAREDDIGUDEM,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"H.NO. 18-2-13,REMALLIVARI STREET,JANGAREDDIGUDEM,JANGAREDDIGUDEM,West Godavari,534447",Private Un-Aided,2014
1003,29315,Om Sai Com Degree college(382),PADMANABHAM,VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"OM SAICOM DEGREE COLLEGE ,# 4-17,ANANTHAVARAM ROAD,MADDI VILLAGE ,PADMANABHAM (M)VISAKHAPATNAM DIST -531219,Maddi,PADMANABHAM,Visakhapatnam,531219",Private Un-Aided,2014
1004,29317,GAYATHRI DEGREE COLLEGE  MADANAPALLE,MANDANPALLE,ANNAMAYYA,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"D.No.4-400-B-12-7-1,Pyaranagar,Madanapalle,Chittoor District,MADANAPALLE (RURAL),MANDANPALLE,Chittoor,517325",Private Un-Aided,2013
1005,29320,SRI VEDANARAYANA DEGREE COLLEGE  NARAYANAVANAM,NARAYANAVANAM,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"Sri Vedanarayana Degree College, Erikambattu Village, Narayanavanam mandal, Chittoor dist - 517581,ERIKAMBATTU,NARAYANAVANAM,Chittoor,517581",Private Un-Aided,2011
1006,29325,Gayatri Degree college,KOTAURATLA,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"D.NO.6-93, SAI NAGAR, KOTAVURATLA VILLAGE MANDAL, VISAKHAPATNAM",Private Un-Aided,2014
1007,29326,SRI VENKATESWARA DEGREE COLLEGE MUDDANUR,MUDDANUR,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"Sy.NO: 378/2, Muddanur Mandal, Tadipatri Road, Kadapa Dist,MUDDANUR,MUDDANUR,Kadapa,516380",Private Un-Aided,2014
1008,29330,SRI BASARA DEGREE COLLEGE  TAGARAPUVALASA,BHEEMUNIPATNAM,VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"PLOT NO.5152, D.NO 7-44-194/1, WARD NO 8, BLOCK NO 44, NEAR ELECTRICAL OFFICE TAGARAPUVALASA,Thagarapuvalasa,BHEEMUNIPATNAM,Visakhapatnam,531162",Private Un-Aided,2014
1009,29332,VISHWA HITHA DEGREE COLLEGE MADANAPALLE,MANDANPALLE,ANNAMAYYA,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"15-298-299, Gandhi Road, Madanapalli Village Mandal, Chittoor District,MADANAPALLE (RURAL),MANDANPALLE,Chittoor,517325",Private Un-Aided,2014
1010,29349,SRI DUGGANNAPALLI KRISHNA REDDY DEGREE COLLEGE  VEERABALLI,VEERABALLE,ANNAMAYYA,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"2-52,gadikota road,veeraballi,ysr kadapa-516268,VEERABALLE,VEERABALLE,Kadapa,516268",Private Un-Aided,2013
1011,29364,"KONDAVEETI DEGREE COLLEGE,  GOPALAPURAM",GOPALAPURAM,EAST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"D.No.1-26 Tallapudi Road GOPALAPURAM, GOPALAPURAM Mandal,W.G.DIST ,",Private Un-Aided,2014
1012,29365,ALLIANCE COLLEGE OF HOTEL MANAGEMENT VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"54-11-40/1 NEAR KRISHNA COLLEGE MADDILAPALEM,Visakhapatnam,VISAKHAPATNAM(U),Visakhapatnam,530022",Private Un-Aided,2014
1013,29368,SRI V.R.J.C. WOMENS DEGREE COLLEGE  VENKATAGIRI,Venkatagiri ( Urban ),TIRUPATI,SVU,NO,Women,VIKRAMA SIMHAPURI UNIVERSITY,"5-162/2,Venkatagiri ( Urban ),Venkatagiri ( Urban ),Nellore,524132",Private Un-Aided,2014
1014,29382,VIDYANIDHI DEGREE COLLEGE AMALAPURAM,AMALAPURAM,KONASEEMA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"N.R.GARDENS,BEHIND TOWN POLICE STATION,AMALAPURAM,Amalapuram (Urban),Amalapuram (Urban),East Godavari,533201",Private Un-Aided,2005
1015,29387,SANJEEVANI DEGREE COLLEGE,VENKATACHALAM,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"207/1,Chemudugunta(po),Venkatachalam(m),SPSR Nellore (Dist) A.P.,NELLORE-II (U),NELLORE,Nellore,524320",Private Un-Aided,2014
1016,29388,VIJAYA TEJA DEGREE COLLEGE ADDANKI,ADDANKI,BAPATLA,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"D.NO34-127,ONGOLE ROAD, ADDANKI.,ADDANKI (U),ADDANKI,Prakasam,523201",Private Un-Aided,2014
1017,29390,UNIVERSAL DEGREE  COLLEGE YERRAGONDAPALEM,YERRAGONDAPALEM,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"D.No.2-393/10, VINUKONDA ROAD, YERRAGONDAPALEM,YERRAGONDAPALEM,YERRAGONDAPALEM,Prakasam,523327",Private Un-Aided,2013
1018,29412,SRI VENKATESWARA DEGREE COLLEGE  ETCHERLA,ETCHERLA,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"NH-16/beside B.R.Ambedkar University/Etcherla/Srikakulam-532410,ETCHERLA,ETCHERLA,Srikakulam,532410",Private Un-Aided,2014
1019,29413,SLV DEGREE COLLEGE DHONE,DHONE,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"DHONE,KURNOOL DISTRICT.,DHONE,DHONE,Kurnool,518222",Private Un-Aided,2014
1020,29423,SRI SAI ADITYA DEGREE COLLEGE,PONDURU,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"Dr.NO. 1-17/AAMBEDKAR JN.,MAIN ROAD PONDURU,PONDURU,PONDURU,Srikakulam,532168",Private Un-Aided,2014
1021,29424,SRI KUMAR DEGREE COLLEGE HARIPURAM,MANDASA,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"Beside Old NH-5 Road,",Private Un-Aided,2014
1022,29434,SRI VIDYAVAHINI DEGREE COLLEGE,Palasa Kasibugga (Urban),SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"15-1-164/K,TILAK NAGAR,NEAR SAICOLONY,KASIBUGGA.,Palasa Kasibugga (Urban),Palasa Kasibugga (Urban),Srikakulam,532222",Private Un-Aided,2013
1023,29435,SRI VENKATESWARA DEGREE COLLEGE DRAKSHARAMA,RAMACHANDRAPURAM,KONASEEMA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"D.NO.4-29,SURYA STREET,DRAKSHARAMA,,DRAKSHARAMA,RAMACHANDRAPURAM,East Godavari,533262",Private Un-Aided,2014
1024,29441,VIVEKA DEGREE COLLEGE,TUNI,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"3-6-9/1,TUNI (VR),TUNI,East Godavari,533401",Private Un-Aided,2014
1025,29447,SITA RAMA DEGREE COLLEGE KATHIPUDI,SANKHAVARAM,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"8-44,KATHIPUDI,SANKHAVARAM,East Godavari,533444",Private Un-Aided,2014
1026,29452,VAISHNAVI COLLEGE OF ARTS AND SCIENCE VENKATAGIRI,Venkatagiri ( Urban ),TIRUPATI,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"5-124,Venkatagiri ( Urban ),Venkatagiri ( Urban ),Nellore,524132",Private Un-Aided,2014
1027,29454,"Government Degree College for Women, Bapatla",Bapatla,BAPATLA,AU,NO,Women,ACHARYA NAGARJUNA UNIVERSITY,SURYALANKA ROAD,Government,2014
1028,29455,"SRI VAGDEVI DEGREE COLLEGE, Phirangipuram",PHIRANGIPURAM,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"Main Road, Phirangipuram (VM),Guntur(dt.).,PHIRANGIPURAM,PHIRANGIPURAM,Guntur,522529",Private Un-Aided,2014
1029,29456,"BHAVANAMS DEGREE COLLEGE, Achampet",ACHAMPETA,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"MAINROAD,ATCHEMPET",Private Un-Aided,2014
1030,29459,GAYATRI DEGREE COLLEGE ANANDAPURAM,Visakhapatnam (Urban),VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"B.P.Kallalu, Anandapuram",Private Un-Aided,2014
1031,29466,"Government Degree College, Ramachandrapuram",Ramachandrapuram,KONASEEMA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"skpgn Juior colege campus,Main Road Ramchandrapuram,",Government,2014
1032,29467,S.V.DEGREE COLLEGE   TUNI,Tuni (Urban),KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"D.NO 3-28-9,MR PETA,TUNI,Tuni (Urban),Tuni (Urban),East Godavari,533401",Private Un-Aided,2014
1033,29473,Konchada Rajeswara Rao Degree College,SOMPETA,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"Indiramma Peta, Sompeta,SOMPETA URBAN,SOMPETA,Srikakulam,532284",Private Un-Aided,2014
1034,29480,SREE VIDYA  ARTS AND SCIENCE DEGREE COLLEGE  GANGAVARAM,GANGAVARAM,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"INTI.MANOHAR , DO.No:6-1, SAI NAGAR, GANGAVARAM (Mandal),chittoor DT,AP.,GANGAVARAM,GANGAVARAM,Chittoor,517408",Private Un-Aided,2008
1035,29481,SREE VENKATESWARA DEGREE COLLEGE,ALUR,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,YELLARTHI ROAD ALUR,Private Un-Aided,2014
1036,29482,VIGNAN DEGREE COLEGE,GONEGANDLA,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,2/162 BEHIND SBI GONEGANDLA,Private Un-Aided,2014
1037,29484,SWARNA BHARTHI DEGREE COLLEGE,Ichapuram (Urban),SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"DOOR NO-2-3-27,BALAKRISHNAPURAM,ICHCHAPURAM,Srikakulam,532312",Private Un-Aided,2014
1038,29491,NETHAJI DEGREE COLLEGE,VINJAMUR,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"VINJAMUR,VINJAMUR,VINJAMUR,Nellore,524228",Private Un-Aided,2014
1039,29492,SRI VIVEKANANDA DEGREE COLLEGE,VINJAMUR,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"Vivekananda Nagar,VINJAMUR,SPSR Nellore Dist,VINJAMUR,VINJAMUR,Nellore,524228",Private Un-Aided,2014
1040,29493,NALANDA DEGREE COLLEGE  V. KOTA,VENKATAGIRI KOTA,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"3/507,VENKATAGIRIKOTA,VENKATAGIRI KOTA,Chittoor,517424",Private Un-Aided,2015
1041,29508,VAGDEVI DEGREE COLLEGE NARASARAOPET,Narasaraopet (Urban),PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"342-44C3,RAVIPADU,NARASARAOPETA,Guntur,522601",Private Un-Aided,1994
1042,29514,SRI VENKATESWARA HOTEL MANAGEMENT COLLEGE PONNUR,PONNUR,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"S.NO.65/3,G.B.C.Road, Ponnur",Private Un-Aided,2013
1043,29517,"Government Degree College, Rajam",Rajam,VIZIANAGARAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"GOVT JUNIOR COLLEGE,RAJAM",Government,2014
1044,29527,SREE DEVI DEGREE COLLEGE BORAMPALLI KALYANDURG,KALYANDURG,ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"Borampalli (V),KALYANDURG (RURAL),KALYANDURG,Anantapur,515761",Private Un-Aided,2014
1045,29530,SPACE DEGREE COLLEGE FOR WOMEN KADIRI,KADIRI,SRI SATHYA SAI,SVU,NO,Women,SRI KRISHNADEVARAYA UNIVERSITY,"3/268, RAYACHOTY ROAD, KUMMARAVANDLA PALLI, KADIRI-515591, ANANTAPURAMU, A.P,KADIRI (RURAL),KADIRI,Anantapur,515591",Private Un-Aided,2013
1046,29534,BLUE MOON DEGREE COLLEGE KADIRI,Kadiri (Urban),SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"17/244-5,Opp. Gangamma Mori ,Kutagulla 515541, Kadiri(M)Anantapur (D),Kadiri (Urban),Kadiri (Urban),Anantapur,515541",Private Un-Aided,2013
1047,29535,JYOTHIRMAYEE WOMENS DEGREE COLLEGE KALYANDURG,KALYANDURG,ANANTAPUR,SVU,NO,Women,SRI KRISHNADEVARAYA UNIVERSITY,"9b-207,KALYANDURG (RURAL),KALYANDURG,Anantapur,515761",Private Un-Aided,2014
1048,29538,SRI VENKATESWARA DEGREE COLLEGE KADIRI,KADIRI,SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"KOWLEPALLI KADIRI TALUK DISTRICT ANATAPURAMU,MOTUKAPALLE,KADIRI,Anantapur,515591",Private Un-Aided,2014
1049,29541,"Government Degree College, Alamuru",Alamuru,KONASEEMA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"Govt. Degree College, Alamuru Mandalam, Alamuru, E.G.Dis.533233",Government,2014
1050,29545,SRI VIVEKANANDA DEGREE COLLEGE BETAMCHERLA,BETHAMCHERLA,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"PLOT NO 137, SESHA REDDY COLONY, BETHAMCHERLA",Private Un-Aided,2014
1051,29547,SRI RAGHAVENDRA DEGREE COLLEGE ALUR,ALUR,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,DNO 4-245-06,Private Un-Aided,2014
1052,29550,JANET DEGREE COLLEGE  KETHANAKONDA,IBRAHIMPATNAM,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"D.NO:5-3/3,,KETANAKONDA,IBRAHIMPATNAM,Krishna,521456",Private Un-Aided,2014
1053,29551,ASIAN  COLLEGE OF HOTEL MANAGEMENT  VIJAYAWADA,VIJAYAWADA URBAN,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"48-18-1/A,VIJAYAWADA(URBAN),VIJAYAWADA URBAN,Krishna,520008",Private Un-Aided,2014
1054,29555,CHAITANYA DEGREE COLLEGE  PAMARRU,PAMARRU,KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,"19-44-3,DANDAMUDI VARI STREEToppANKAMMA TALLI TEMPLE,VIJAYAWADA ROAD ,PAMARRU-521157,PAMARRU,PAMARRU,Krishna,521157",Private Un-Aided,2014
1055,29569,D NARAYANA REDDY DEGREE COLLEGE PAMULAPADU,PAMULAPADU,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"Pamulapadu VillageKurnool District,PAMULAPADU,PAMULAPADU,Kurnool,518442",Private Un-Aided,2014
1056,29643,SRI CHANAKYA INSTITUTE OF HOTEL MANAGEMENT AND CT,Visakhapatnam (Urban),VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"D.No:47-14-9,POTLURI CASTLE,ABOVE HDFC BANK,DWARAKANAGAR MAIN ROAD-530016",Private Un-Aided,2006
1057,29647,SRI LENDI DEGREE COLLEGE BHOGAPURAM,BHOGHAPURAM,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"BHOGAPURAM(V)(M) VIZIANAGARAM DT,BHOGHAPURAM,BHOGHAPURAM,Vizianagaram,535216",Private Un-Aided,2014
1058,29693,SRI PALAKONDRAYA SWAMY DEGREE COLLEGE,KODUR,ANNAMAYYA,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"7/554,549,KODUR,KODUR,Kadapa,516101",Private Un-Aided,2010
1059,29695,"SRI SAI CHARVITH DEGREE COLLEGE, B.KOTHAKOTA",B KOTHAKOTA,ANNAMAYYA,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"Pokanati Street,B.Kothakota,B.KOTHAKOTA,B KOTHAKOTA,Chittoor,517370",Private Un-Aided,2011
1060,29705,ADITYA DEGREE COLLEGE BALIGAM MANDASA,MANDASA,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"3-65,BALIGAM,MANDASA,Srikakulam,532243",Private Un-Aided,2014
1061,29723,ADITYA DEGREE COLLEGE  BODASINGAPETA BONDAPALLI,BONDAPALLE,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"BODASINGIPETA(VILL),KANIMERAKAPANCHAYATHI,BONDAPALLI(M.O)VIZIANAGARAM(DIST)",Private Un-Aided,2014
1062,29789,VICTORY DEGREE COLLEGE NARASARAOPETA,Narasaraopet (Urban),PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"526/1B,526/A2A/, 526/A3A,RAVIPADU,NARASARAOPETA,Guntur,522601",Private Un-Aided,2006
1063,29995,RAJAH RSRK RANGA RAO COLLEGE (UNAIDED) BOBBILI VIZIAGARAM,Bobbili (Urban),VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,COLLEGE ROAD NEAR R.T.C.COMPLEX BOBBILI,Private Un-Aided,1962
1064,30086,MANGALAKARA  DEGREE COLLEGE  JAGARAJUPALLI,PUTTAPARTHI,SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"2-189-A JAGARAJUPALLI VILLAGEKAPPALABANDA PANCHAYATHVIA KOTHACHERUVU PUTTAPARTHY MANDALANANTHAPURAMU DISTRICT,JAGARAJUPALLE,PUTTAPARTHI,Anantapur,515134",Private Un-Aided,2014
1065,30089,SRI VENKATESWARA DEGREE COLLEGE GUNTAKAL,Guntakal (Urban),ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"D.No.18/323, Guntakal, Ananthapuramu Dist.,Guntakal (Urban),Guntakal (Urban),Anantapur,515801",Private Un-Aided,2015
1066,30092,SRI LAKSHMI VIGNESWARA DEGREE COLLEGE CHENNEKOTHAPALLI,CHENNE KOTHAPALLE,SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"D.No.1-62, 1-70, C K Palli (VM), Ananthapuramu Dist.,CHENNEKOTHAPALLE,CHENNE KOTHAPALLE,Anantapur,515101",Private Un-Aided,2015
1067,30093,SRI CHAITANYA DEGREE COLLEGE B K SAMUDRAM ANANTHAPURAMU,BUKKARAYASAMUDRAM,ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"Survey No.71/1, Opp: Marketyard, Gooty Road, BK Samudram (mandal) Ananthapuramu,BUKKARAYASAMUDRAM,BUKKARAYASAMUDRAM,Anantapur,515001",Private Un-Aided,2015
1068,30096,CLR DEGREE COLELGE,CUMBUM,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"Sy.No-25/A2A,25/A2BOpp Polytechnic CollegeKANDULAPURAMCumbumPrakasam Dist Andra Pradesh,KANDULA PURAM,CUMBUM,Prakasam,523333",Private Un-Aided,2015
1069,30097,SRI GOWTHAMI DEGREE COLLEGE CHIRALA,CHIRALA,BAPATLA,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"D.No:- 22-23-2Wood Nagar,OPP TTD Kalyanamandapam,Chirala",Private Un-Aided,2014
1070,30098,VIJAYA SAI DEGREE COLLEGE PATHIKONDA,PATTIKANDA,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"KURNOOL ROAD,PATTIKONDA.,PATTIKONDA,PATTIKANDA,Kurnool,518380",Private Un-Aided,2015
1071,30099,SRI VIDYA SAI DEGREE COLLEGE,MADDIKERA EAST,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"21-34-100-1,MADDIKERA (EAST),MADDIKERA EAST,Kurnool,518385",Private Un-Aided,2015
1072,30100,SRI SAI KRISHNA DEGREE COLELGE,KALLUR,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"Plot No.73,74,93,94",Private Un-Aided,2015
1073,30101,NALANDA DEGREE COLLEGE,PEDDA KADUBUR,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"SY.No.1156,1159BHANUMAPURAM,ADONI ROAD, YEMMIGANUR,PEDDAKADUBUR(M)",Private Un-Aided,2014
1074,30102,NARAYANA DEGREE COLLEGE,KOSIGI,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"NEAR RAILWAY STATION,Kosigi",Private Un-Aided,2015
1075,30104,SRI HARI DEGREE COLELGE,RAYACHOTI,ANNAMAYYA,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"51/56-1,RAYACHOTI,RAYACHOTI,Kadapa,516269",Private Un-Aided,2014
1076,30110,SRI SHIRIDI SAI DEGREE COLLEGE,VARADAIAHPALEM,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"bazar street,VARADAIAHPALEM,VARADAIAHPALEM,Chittoor,517541",Private Un-Aided,2015
1077,30130,PRATHIBHA ARTS AND SCIENCE COLLEGE PATHIKONDA,PATTIKANDA,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"SY.NO.239, PATHIKONDA (VM) KURNOOL DISTRICT,PATTIKONDA,PATTIKANDA,Kurnool,518380",Private Un-Aided,2015
1078,30131,SVR DEGREE COLLEGE MACHERLA,MACHERLA,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"OPP:R T C BUS STAND M G M COMPLEX DOOR NO: 13 - 1 - 1,MACHERLA,MACHERLA,Guntur,522426",Private Un-Aided,2015
1079,30137,Brundavan degree college,DORNIPADU,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,8-7-113,Private Un-Aided,2015
1080,30144,KSR DEGREE COLLEGE (089),Kurnool (Urban),KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"PLOTNO-50-724B, BIRLA COMPOUND KURNOOL",Private Un-Aided,2015
1081,30146,"BELLAMKONDA DEGREE COLLEGE, C.S.PURAM",CHADRASEKARAPURAM,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"MAIN ROAD, CHANDRASEKARA PURAM, PRAKASAM DIST.,CHANDRA SEKHARA PURAM,CHADRASEKARAPURAM,Prakasam,523112",Private Un-Aided,2015
1082,30169,SIDDI DEGREE COLLEGE,KADIAM,EAST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"BURRILANKA,KADIYAM,RAJAMUNDRY RURAL,KADIAM,KADIAM,East Godavari,533126",Private Un-Aided,2015
